Schulart;Ort;Name;Schulnummer;Strasse;PLZ;Telefon;URL
GS;Oberreidenbach;"GS Oberreidenbach";25952;"Hauptstr. 25";55758;(06788)7131;http://gs-reidenbachtal.bildung-rp.de/
GS;Oberwesel;"GS Oberwesel";16127;"Liebfrauenstr. 29";55430;(06744)94010;http://www.grundschule-oberwesel.de
RS+;Oberwesel;"RS+ Oberwesel";40458;"Kirchstr. 61 - 71";55430;(06744)93300;http://www.mittelrhein-realschule.de
GS;Obrigheim;"GS Obrigheim";25905;"Gassenweg 17";67283;(06359)3679;
GS;Ochtendung;"GS Ochtendung";11065;Raiffeisenplatz;56299;(02625)960156;grundschule-ochtendung.de
GS;Ockenheim;"GS Ockenheim";16144;"Mainzer Str. 67";55437;(06725)2216;http://www.gs-am-jakobsberg.de
GS;Odernheim;"GS Odernheim";16161;"Turnhallstr. 3";55571;(06755)1410;
GS;Offenbach;"GS Offenbach";22962;"Hauptstr. 84";76877;(06348)959520;http://www.grundschule-offenbach.de
GS;Offstein;"GS Offstein";16187;"Johann-Peter-Schneider-Str. 1";67591;(06243)7185;
GS;Olsbrücken;"GS Olsbrücken";25502;"Hauptstr. 56";67737;(06308)1247;
GS;Oppenheim;"GS Oppenheim";23787;"Krämerstr. 38";55276;"(06133)926 015";http://www.grundschule-oppenheim.de
GY;Oppenheim;"GY Oppenheim";50987;"An der Festwiese";55276;(06133)94300;http://www.gym-oppenheim.de
IGS;Oppenheim;"IGS Oppenheim";70531;"Am Stadtbad 20";55276;(06133)509060;http://www.igs-oppenheim.de
RS+;Oppenheim;"RS+ Oppenheim";42084;"Am Stadtbad 20";55276;(06133)5720-0;http://www.irs-oppenheim.de
FOES;Oppenheim;"SFLG Oppenheim";31164;"Am Stadtbad 24";55276;(06133)92430;http://www.Landskronschule.de
GS;Orenhofen;"GS Orenhofen";16217;"Zemmerer Str.";54298;(06580)8429;
GS;Osann-Monzel;"GS Osann-Monzel";16247;"Bernkasteler Str. 10";54518;(06535)7329;
GS;Osburg;"GS Osburg";27021;"Schulstr. 16";54317;(06500)288;http://schuleosburg.npage.de
GS;Osterspai;"GS Osterspai";16264;"Filsener Str.";56340;(02627)210;http://www.grundschule-osterspai.de
GS;Osthofen;"GS Osthofen";21114;"Memelstr. 2";67574;(06242)3679;http://www.seebachschule.de
IGS;Osthofen;"IGS Osthofen";70291;"Heinrich-Heine-Str. 10";67574;(06242)913240;http://www.igs-osthofen.de
FOES;Osthofen;"SFL Osthofen";31673;"Heinrich-Heine-Str. 13";67574;(06242)7997;http://www.wonnegauschule.de
GS;Otterbach;"GS Otterbach";25498;"Ziegelhütterstr. 12";67731;(06301)1299;
FWS;Otterberg;"FWS Otterberg";79064;"Schulstr. 4";67697;(06301)793350;http://www.fws-otterberg.de
GS;Otterberg;"GS Otterberg";16281;"Hauptstr. 20";67697;(06301)2537;http://www.gs-otterberg.de/
IGS;Otterberg;"IGS Otterberg";70081;"Schulstr. 2";67697;(06301)71250;http://www.BvonA-igs-otterberg.de
GS;Ottersheim;"GS Ottersheim";10478;"Schulstr. 2";76879;(06348)7662;http://www.grundschule-ottersheim.de
GS;Otterstadt;"GS Otterstadt";16294;"Luitpoldstr. 1";67166;(06232)34949;http://www.schule.otterstadt.de
GS;Partenheim;"GS Partenheim";24991;"Am Sportplatz 2";55288;(06732)7201;
GS;Pellingen;"GS Pellingen";16311;"Schulstr. 9";54331;(06588)480;http://www.grundschule-pellingen.de
GS;Pfaffen-Schwabenheim;"GS Pfaffen-Schwabenheim";26026;"Badenheimer Str.";55546;(06701)404;
GS;Pfalzfeld;"GS Pfalzfeld";26717;"Schulstr. 1";56291;(06746)9225;http://www.gspfalzfeld.de
GS;Pfeffelbach;"GS Pfeffelbach";25995;"Kirchenstr. 4";66871;(06384)444;
GS;Piesport;"GS Piesport";16384;"Schulstr. 16";54498;(06507)5115;
BBS;Pirmasens;"BBS Pirmasens";60256;"Adlerstr. 31";66955;(06331)240112;http://BBSPirmasens.de
GHS;Pirmasens;"GHS Pirmasens";20856;"Klosterstr. 1-3";66953;(06331)722152;http://www.nardinihaus.de
GS;Pirmasens;"GS Pirmasens Horeb";14012;"Herzogstr. 41";66953;(06331)24030;
GS;Pirmasens;"GS Pirmasens Montessori";27261;"Roland-Betsch-Str. 1";66954;(06331)216419;http://www.montessori-pirmasens.de
GS;Pirmasens;"GS Pirmasens Robert-Schuman";16397;"Adlerstr. 21";66955;(06331)265130;http://www.gs-robertschuman.de
GS;Pirmasens;"GS Pirmasens-Fehrbach";16444;"St. Josefstr. 1";66954;(06331)95159;
GS;Pirmasens;"GS Pirmasens-Husterhöhe";14099;"Husterhöhstr. 25";66953;(06331)517210;
GS;Pirmasens;"GS Pirmasens-Ruhbank/Erlenbrunn";16457;"Schulstr. 12";66955;(06331)21150;http://gs-ruhbank-erlenbrunn.de
GS;Pirmasens;"GS Pirmasens-Sommerwald";16414;"Unterer Sommerwaldweg 148";66953;(06331)51460;
GS;Pirmasens;"GS Pirmasens-Windsberg/Winzeln";13468;"Oskar-Metz-Str. 1";66954;(06331)98284;http://www.gs-gww.de
GS;Pirmasens;"GS Pirmasens-Wittelsbach";16427;"Maler-Bürkel-Str. 24";66954;(06331)517312;http://www.gswittelsbach.de
GY;Pirmasens;"GY Pirmasens Hugo-Ball";50537;"Lemberger Str. 89";66955;(06331)87780;http://www.hbg-ps.de
GY;Pirmasens;"GY Pirmasens Immanuel-Kant";50524;"Wörthstr. 30";66953;(06331)240412;http://www.immanuel-kant-ps.de
GY;Pirmasens;"GY Pirmasens Leibniz";50087;"Luisenstr. 2";66953;(06331)14590;http://leibniz-pirmasens.de/
RS+;Pirmasens;"RS+ Pirmasens Kirchberg";41869;"Kirchbergstr. 41";66955;(06331)265111;http://realschuleplus-pirmasens-kirchberg.bildung-rp.de
RS+FOS;Pirmasens;"RS+FOS Pirmasens Landgraf";40671;"Alleestr. 22-24";66953;(06331)242111;http://www.realschule-pirmasens.de
FOES;Pirmasens;"SFG Pirmasens";30498;"Heinrich-Kimmle-Weg 4";66953;(06331)64605;http://www.hk-stiftung.de
FOES;Pirmasens;"SFLS Pirmasens";31420;"Winzler Str. 36/40";66955;(06331)24050;
GS;Plaidt;"GS Plaidt";23864;"Schulstr. 5";56637;(02632)5087;
IGS;Plaidt;"IGS Plaidt";70501;Wilhelm-Röntgen-Str.;56637;(02632)947840;http://www.fh-koblenz.de/rgs-pellenz/rgs/
RS+;Plaidt;"RS+ Plaidt";41482;Wilhelm-Röntgen-Str.;56637;(02632)94784-11;http://www.realschule-plus-pellenz.de
GS;Polch;"GS Polch";17479;Dechant-Riegel-Str.;56751;(02654)6557;http://www.grundschule-polch.de
IGS;Polch;"IGS Polch";70261;Dechant-Riegel-Str.;56751;(02654)93730;
FOES;Polch;"SFL Polch";30755;"Ackerstr. 2-4";56751;(02654)8817750;http://www.stephanus-schule-polch.de/
GS;Preist;"GS Preist";16521;"Schulstr. 20";54664;(06562)8482;
GS;Pronsfeld;"GS Pronsfeld";17436;"Schulstr. 6";54597;(06556)840;http://www.grundschule-pronsfeld.de
BBS;Prüm;"BBS Prüm";60209;"Kreuzerweg 16";54595;(06551)97105-0;http://www.bbspruem.de
GS;Prüm;"GS Prüm";16534;"Kalvarienbergstr. 26";54595;(06551)95670;http://www.grundschule-pruem.de
GY;Prüm;"GY Prüm Regino";51198;"Hahnplatz 21";54595;(06551)9531-0;http://www.regino-gym.de
GY;Prüm;"GY Prüm Vinzenz-von-Paul";51334;"Vinzenz-von-Paul-Str. 5";54595;(06551)980281;http://www.vvpg.de
RS+;Prüm;"RS+ Prüm Kaiser-Lothar";40595;"Schulzentrum Kreuzerweg";54595;(06551)971110;http://www.rsplus-pruem.de
FOES;Prüm;"SFLGS Prüm";31927;"Kolpingstr. 30";54595;(06551)9516-0;http://www.astrid-lindgren-schule-pruem.de
GS;Puderbach;"GS Puderbach";16547;"Schulstr. 16-18";56305;(02684)3530;http://www.grundschule-puderbach.de
RS+;Puderbach;"RS+ Puderbach";41496;"Schulstr. 23";56305;(02684)3035;http://realschule-plus-puderbach.bildung-rp.de/
GS;Pünderich;"GS Pünderich";12627;"Bahnhofstr. 2";56862;(06542)21080;
GS;Queidersbach;"GS Queidersbach";16551;"Schulstr. 3";66851;(06371)14837;http://gsqueidersbach.de
RS+;Queidersbach;"RS+ Queidersbach";42097;Jahnstr.;66851;(06371)3762;http://www.Rsplus-Queidersbach.de
GS;Ralingen;"GS Ralingen";16564;"Schulstr. 8";54310;(06585)246;
GS;Ramberg;"GS Ramberg";25772;"Dekan-Schill-Str. 1 a";76857;(06345)-8325;http://www.grundschule-ramberg.de
GS;Rammelsbach;"GS Rammelsbach";11829;"Schulstr. 2";66887;(06381)3259;
GS;Ramsen;"GS Ramsen";16577;"Klosterstr. 18";67305;(06351)5109;http://www.gs-ramsen.de
GS;Ramstein-Miesenbach;"GS Ramstein-Miesenbach";16580;"Nollstr. 32";66877;(06371)952818;http://wendelinus-grundschule.de
GY;Ramstein-Miesenbach;"GY Ramstein-Miesenbach";51411;"Zum Kirchbühl 14";66877;(06371)96480;http://gymnasium-ramstein-miesenbach.bildung-rp.de
RS+;Ramstein-Miesenbach;"RS+ Ramstein-Miesenbach";41872;"Schernauer Str. 31";66877;(06371)96300;www.rsplus-ramstein.de
GS;Ransbach-Baumbach;"GS Ransbach-Baumbach";16595;"Mozartstr. 8";56235;(02623)2900;http://www.grundschule-ransbach-baumbach.de
RS+;Ransbach-Baumbach;"RS+ Ransbach-Baumbach";41509;"Osterfeldstr. 25";56235;(02623)3084;http://eks.bildung-rp.de/
GS;Raubach;"GS Raubach";16607;"In der Au";56316;"02684 5302";
FOES;Raubach;"SFLG Raubach";30815;"Schulstr. 2";56316;(02684)950600;
GS;Reichenbach-Steegen;"GS Reichenbach-Steegen";21458;"Schulstr. 9";66879;(06385)335;
GS;Reifferscheid;"GS Reifferscheid";16637;"Fuchshofener Str. 12";53520;(02691)2644;http://www.grundschule-reifferscheid.de
GS;Reil;"GS Reil";25379;"Schulstr. 19";56861;(06542)2926;
GS;Reinsfeld;"GS Reinsfeld";16641;Römerstr.;54421;(06503)577;http://grundschule-reinsfeld.de
FOES;Reinsfeld;"SFLS Reinsfeld";30922;"Schulstr. 1";54421;(06503)7606;http://www.st-martinus-schule.de
GS;Remagen;"GS Remagen St. Martin";24645;"Alte Str.";53424;(02642)22370;http://www.grundschule-remagen.de
GS;Remagen;"GS Remagen-Kripp";16667;"Pastor-Keller-Str. 9";53424;(02642)44328;
GS;Remagen;"GS Remagen-Oberwinter";24631;"Pfarrer-Sachsse-Str. 1";53424;(02228)7124;http://www.grundschule-oberwinter.de
GY;Remagen;"GY Remagen";50164;"Insel Nonnenwerth";53424;"02228 - 6009 420";http://www.nonnenwerth.de
IGS;Remagen;"IGS Remagen";70558;"Goethestr. 43-45";53424;02642/23179;http://www.igs-remagen.de
RS+;Remagen;"RS+ Remagen";40234;Goethestr.;53424;(02642)23179;http://www.rsp-remagen.de
GS;Rengsdorf;"GS Rengsdorf";24674;"Schulstr. 1";56579;(02634)1403;
GS;Rennerod;"GS Rennerod";16685;"Westernoher Str. 30";56477;(02664)6360;
RS+;Rennerod;"RS+ Rennerod";40401;"Kohlaustr. 13";56477;(02664)6300;http://www.realschule-rennerod.com
GS;Rhaunen;"GS Rhaunen";16701;"Am Sonnenschlicher 5";55624;(06544)99911-13;http://www.gsidarwald.de
IGS;Rhaunen;"IGS Herrstein/Rhaunen";70438;"Am Sonnenschlicher 5-7";55624;(06544)9991141;http://igs-herrstein-rhaunen.de
GS;Rheinböllen;"GS Rheinböllen";16714;"Marktstr. 47";55494;(06764)960110;http://www.grundschule-rheinboellen.de
RS+;Rheinböllen;"RS+ Rheinböllen";41513;Schulstr.;55494;(06764)961160;http://www.puricelli-schule.de
GS;Rheinbreitbach;"GS Rheinbreitbach";16727;"Schulstr. 4";53619;(02224)3307;
GS;Rheinbrohl;"GS Rheinbrohl";26986;"Ruth-Dany-Weg 6";56598;(02635)922766;http://www.grundschule-rheinbrohl.de
RS+;Rheinbrohl;"RS+ Rheinbrohl";41526;"Ruth-Dany-Weg 2";56598;(02635)9501-0;http://www.roemerwallschule.de
FOES;Rheinbrohl;"SFL Rheinbrohl";30799;"Arienhellerstr. 43";56598;(02635)911030;http://www.maximilian-kolbe-schule.org
GS;Rheinzabern;"GS Rheinzabern";24571;"Rappengasse 5a";76764;(07272)71050;http://www.grundschule-rheinzabern.de
IGS;Rheinzabern;"IGS Rheinzabern";70335;"Jockgrimer Str.";76764;(07271)9587-0;http://www.igs-rheinzabern.de
GS;Rhens;"GS Rhens";24928;Schulstr.;56321;(02628)8170;
GS;Rhodt;"GS Rhodt";16731;"Herrengasse 5";76835;(06323)2162;
GS;Rieden;"GS Rieden";23100;"Schulstr. 9";56745;(02655)3965;http://gs-rieden.de
GS;Rieschweiler-Mühlbach;"GS Rieschweiler-Mühlbach";23113;"Hohlweg 3";66509;(06336)993909;
GS;Riesweiler;"GS Riesweiler";16654;"Schulstr. 2";55499;(06761)970840;
GS;Rittersdorf;"GS Rittersdorf";24298;"Schulstr. 13";54636;(06561)3955;
BBS;Rockenhausen;"BBS Rockenhausen";60302;"Alleestr. 8";67806;(06361)92110;http://www.bbs-donnersbergkreis.de
GS;Rockenhausen;"GS Rockenhausen";16744;"Brühlgasse 21";67806;(06361)92410;http://annefrank-gs.bildung-rp.de
IGS;Rockenhausen;"IGS Rockenhausen";70141;"Mühlackerweg 25";67806;(06361)921320;http://www.igs-rockenhausen.de/
RS+;Rockenhausen;"RS+ Rockenhausen";40745;"Mühlackerweg 24c";67806;(06361)921330;http://www.rsrok.de
FOES;Rockenhausen;"SFLGMS Rockenhausen";31057;"Mühlackerweg 25a";67806;(06361)5562;http://schuleamdonnersberg.de
BBS;Rodalben;"BBS Rodalben";60362;"Gabelsbergerstr. 6";66976;(06331)258525;http://www.bbs-rodalben.de
GS;Rodalben;"GS Rodalben";16757;"Mozartplatz 1";66976;(06331)258150;
RS+;Rodalben;"RS+ Rodalben";42100;"Gabelsberger Str. 4";66976;(06331)23340;http://rsplus-rodalben.de
FOES;Rodalben;"SFLS Rodalben";31177;"Schulstr. 20";66976;(06331)17114;
GS;Rodenbach;"GS Rodenbach";23156;"Am Keltenplatz 6";67688;(06374)1725;
GS;Rödersheim-Gronau;"GS Rödersheim-Gronau";16775;"Schäfergasse 49";67127;(06231)7917;
GS;Rohrbach;"GS Rohrbach";16817;"Schulstr. 4";76865;(06349)8333;www.grundschule-rohrbach.webnode.com
STUDSEM;Rohrbach;"StudSem GS Rohrbach";90006;"Schulstr. 4";76865;(06349)3060;
GS;Römerberg;"GS Römerberg-Berghausen";27171;"Gutenbergstr. 15";67354;"(06232) 81 56 73";http://www.grundschule-berghausen.de
GS;Römerberg;"GS Römerberg-Heiligenstein";16788;"Am Rathaus 6";67354;(06232)656195;www.gs-heiligenstein.de
GS;Römerberg;"GS Römerberg-Mechtersheim";16791;"Schwarzwaldweg 3";67354;(06232)82890;
GS;Roschbach;"GS Roschbach";16834;"Schulstr. 16";76835;"(06323) 2240";
GS;Roßbach;"GS Roßbach";16847;"Schulstr. 7";56271;(02680)717;
GS;Roxheim;"GS Roxheim";16865;"Rüdesheimer Str. 10";55595;(0671)32282;
GS;Rüdesheim;"GS Rüdesheim";23173;Schulstr.;55593;(0671)28309;gsamrosengarten.de
GS;Rülzheim;"GS Rülzheim";16895;"Schulstr. 15";76761;(07272)8909;
IGS;Rülzheim;"IGS Rülzheim";70348;"Schulstr. 17";76761;(07272)92974-0;http://igs-ruelzheim.de
FOES;Rülzheim;"SFS Rülzheim";31600;"Schulstr. 16";76761;(07272)6413;www.sfs-ruelzheim.de
GS;Rümmelsheim;"GS Rümmelsheim";16907;Schulstr.;55452;(06721)42772;
GS;Ruppach-Goldhausen;"GS Ruppach-Goldhausen";26087;"Schulstr. 27";56412;(02602)8759;www.gs-am-ahrbach.de
BBS;Saarburg;"BBS Saarburg";60662;Boorwiese;54439;(06581)9140-50;http://www.bbs-saarburg.de
GS;Saarburg;"GS Saarburg St. Laurentius";17389;"Heckingstr. 13";54439;(06581)2460;http://www.gslaurentius.de
GS;Saarburg;"GS Saarburg St. Marien";17392;"Boorwiese 10";54439;(06581)2701;http://www.grundschule-st-marien.de
GY;Saarburg;"GY Saarburg";50960;"Graf-Siegfried-Str. 72";54439;(06581)91730;http://www.tr.shuttle.de/tr/saarburg/
RS+;Saarburg;"RS+ Saarburg";40638;"Bahnhofstr. 14b";54439;(06581)914030;http://www.rs-plus-saarburg.de
GS;Saffig;"GS Saffig";23216;"Neuwieder Str. 12";56648;(02625)4721;
GS;Salmtal;"GS Salmtal";24691;"Salmstr. 48";54528;(06578)7271;
IGS;Salmtal;"IGS Salmtal";70545;"Salmaue 8";54528;(06578)985580;http://www.IGS-Salmtal.de
RS+;Salmtal;"RS+ Salmtal";41809;"Salmaue 8";54528;(06578)985580;http://www.RGS-Salmtal.de
RS+;Salz;"RS+ Salz";41539;"Schulstr. 10";56414;(06435)96450;http://www.schule-salz.de
GS;Saulheim;"GS Saulheim";24988;"Kapellenberg 1";55291;(06732)938460;http://www.grundschule-saulheim.de
GS;Schalkenbach;"GS Schalkenbach";16955;"Schulstr. 35";53426;(02646)513;http://www.grundschuleschalkenbach.de
GS;Schallodenbach;"GS Schallodenbach";16968;"Felsstr. 30";67701;(06363)5271;
GS;Scheuerfeld;"GS Scheuerfeld";16998;"Schulstr. 36";57584;(02741)23638;
FOES;Scheuerfeld;"SFL Scheuerfeld";31344;"Maximilian-Kolbe-Str. 1";57584;(02741)22391;http://maxkolbeschule-scheuerfeld.de
GS;Schifferstadt;"GS Schifferstadt Nord";25832;"Rehbachstr. 11";67105;(06235)925820;http://www.gs-nord-schifferstadt.de
GS;Schifferstadt;"GS Schifferstadt Süd";17629;"Jägerstr. 18";67105;(06235)2806;http://www.grundschule-sued-schifferstadt.de
GY;Schifferstadt;"GY Schifferstadt";51378;Neustückweg;67105;(06235)955410;http://www.gym-schiff.info/
RS+FOS;Schifferstadt;"RS+FOS Schifferstadt";40822;"Neustückweg 7";67105;(06235)955440;http://www.rs-schifferstadt.de
FOES;Schifferstadt;"SFL Schifferstadt";31120;"Jägerstr. 18";67105;06235/49049;http://www.salier.bildung-rp.de
GS;Schillingen;"GS Schillingen";17016;"Schulstr. 21";54429;(06589)333;http://www.gsschillingen.bildung-rp.de/
FOES;Schloßböckelheim;"SFL Schloßböckelheim";30665;"Schulstr. 2";55596;(06758)1345;http://burgschule.info
GS;Schöndorf;"GS Schöndorf";17029;"Hauptstr. 52";54316;(06588)401;
GS;Schönecken;"GS Schönecken";11095;"An der Schule 1";54614;(06553)92620;http://www.ghs-schoenecken.de
GS;Schönenberg-Kübelberg;"GS Schönenberg-Kübelberg";17032;"Pestalozzistr. 14";66901;(06373)9871;http://www.grundschule-schoenenberg-kuebelberg.de
IGS;Schönenberg-Kübelberg;"IGS Schönenberg-Kübelberg/Waldmohr";70441;"St.-Wendeler-Str. 16";66901;(06373)811010;http://www.igs-skw.de
GS;Schopp;"GS Schopp";17059;"Hauptstr. 11a";67707;(06307)389;http://www.gs-schopp.de
GS;Schornsheim;"GS Schornsheim";17062;"Goethestr. 1";55288;(06732)3968;http://gs-schornsheim.bildung-rp.de
GS;Schwabenheim;"GS Schwabenheim";17089;"Pestalozzistr. 11";55270;(06130)944343;http://grundschule-schwabenheim.de
GS;Schwegenheim;"GS Schwegenheim";23293;"Schulstr. 20";67365;(06344)2620;
GS;Schweich;"GS Schweich";24015;"Bodenländchen 2";54338;(06502)5529;http://gs-schweich.bildung-rp.de/
GY;Schweich;"GY Schweich Bonhoeffer";51425;"Dietrich-Bonhoeffer-Str. 1";54338;(06502)93980;http://www.dbg-schweich.de
GY;Schweich;"GY Schweich Stefan Andres";51471;Schulzentrum;54338;(06502)9978620;http://www.sag-schweich.de
RS+FOS;Schweich;"RS+FOS Schweich";40971;Schulzentrum;54338;(06502)925401;http://www.saz-schweich.de
FOES;Schweich;"SFG Schweich";30472;"Bernhard-Becker-Str. 6";54338;(06502)930920;http://levana-schule-schweich.de
FOES;Schweich;"SFLS Schweich";30876;"Isseler Str. 37";54338;(06502)910950;http://www.meulenwald-schule.de
GS;Schweppenhausen;"GS Schweppenhausen";26224;"Naheweinstr. 5a";55444;(06724)3886;
GS;Sehlem;"GS Sehlem";25095;Schulstr.;54518;(06508)619;http://www.gssehlem.de
GS;Seibersbach;"GS Seibersbach";24931;"Schulstr. 21";55444;(06724)3614;
GS;Selters;"GS Selters";26750;"Jahnstr. 10";56242;(02626)920100;
IGS;Selters;"IGS Selters";70515;"Jahnstr. 12";56242;(02626)97840;http://www.oberwaldschule-selters.de
RS+;Selters;"RS+ Selters";41542;"Jahnstr. 12";56242;(02626)97840;http://www.oberwaldschule-selters.de
GS;Serrig;"GS Serrig";17136;"Martinusstr. 27";54455;(06581)2589;http://www.grundschule-serrig.de
GS;Siebeldingen;"GS Siebeldingen";17149;"Weinstr. 63";76833;(06345)2980;
GS;Siefersheim;"GS Siefersheim";17166;"In der Heidenhecke 1";55599;(06703)1663;http://www.gs-siefersheim.de
GS;Siershahn;"GS Siershahn";18756;"Overbergstr. 20";56427;(02623)951064;http://www.grundschule-siershahn.de
FOES;Siershahn;"SFL Siershahn";31824;"Schillerstr. 22";56427;(02623)5524;http://www.berggartenschule.de
BBS;Simmern;"BBS Simmern";60122;"Liselottestr. 27";55469;(06761)2020;http://www.bbs-simmern.net
GS;Simmern;"GS Simmern/Hunsrück Rottmann";17179;"Poststr. 3";55469;(06761)970297;http://www.rottmannschule.de
GS;Simmern;"GS Simmern/Hunsrück Schöllhammer";26630;"Am Flachsberg 4";55469;(06761)970287;http://www.gs-schoelles.de
GY;Simmern;"GY Simmern";50690;"Am Flachsberg 6";55469;(06761)95250;http://www.hjg-sim.de
RS+;Simmern;"RS+ Simmern";41556;"Kümbdcher Hohl 17";55469;(06761)93220;http://www.realschuleplus-simmern.de
FOES;Simmern;"SFLE Simmern";30845;"Herzog-Reichard-Str. 9";55469;(06761)91618-0;
STUDSEM;Simmern;"StudSem GS Simmern";90004;"Aulergasse 10";55469;(06761)970010;
GS;Simmertal;"GS Simmertal";25035;Schulstr.;55618;(06754)415;http://gs-simmertal.de
GS;Singhofen;"GS Singhofen";26237;Schulstr.;56379;(02604)4777;
FOES;Singhofen;"SFGM Singhofen";31780;"Erich Kästner-Str. 5";56379;(02604)9437-0;http://www.eks-singhofen.de
FOES;Singhofen;"SFS Singhofen";31853;"Erich-Kästner-Str. 7";56379;(02604)9437-12;http://www.sfs-rlp.de
GS;Sinzig;"GS Bad Bodendorf";21217;"Schulstr. 30";53489;(02642)41780;
GS;Sinzig;"GS Sinzig Regenbogen";17182;"Dreifaltigkeitsweg 37";53489;(02642)994511;http://www.regenbogenschule-sinzig.de
GS;Sinzig;"GS Sinzig-Westum";17196;"Lerchenweg 2";53489;(02642)981770;http://www.grundschule-westum.de/
GY;Sinzig;"GY Sinzig";51201;"Dreifaltigkeitsweg 35";53489;(02642)983230;http://rhein-gymnasium-sinzig.de
RS+;Sinzig;"RS+ Sinzig";41569;Dreifaltigkeitsweg;53489;(02642)994520;http://www.barbarossaschule-sinzig.de
FOES;Sinzig;"SFL Sinzig";30605;"Beethovenstr. 3";53489;(02642)9790-0;http://jks-sinzig.de
GS;Sippersfeld;"GS Sippersfeld";17209;"Amtsstr. 9a";67729;(06357)7559;http://www.grundschule-sippersfeld.de
GS;Sohren;"GS Sohren";17226;"Schulstr. 9";55487;(06543)3246;
RS+FOS;Sohren;"RS+FOS Sohren-Büchenbeuren";41572;"An der K 3";55487;(06543)9866-0;http://www.inrealplus.de
GS;Spangdahlem;"GS Spangdahlem";17419;"Schulstr. 28";54529;(06565)4600;
GS;Spay;"GS Spay";24915;"Koblenzer Str. 18 - 20";56322;(02628)2013;
GS;Speicher;"GS Speicher";24405;"Schulstr. 2";54662;(06562)3312;http://www.grundschule-speicher.de
BBS;Speyer;"BBS Speyer";60272;"Josef-Schmitt-Str. 28";67346;(06232)130513;http://www.bbs-speyer.de
BBS;Speyer;"BBS Speyer Diakonissen";60602;"Hilgardstr. 26";67346;(06232)221337;http://www.diakonissen.de
GS;Speyer;"GS Speyer Reform";27201;"Herdstr. 5";67346;06232-296983;http://www.reformschule-speyer.de
GS;Speyer;"GS Speyer Salier";17272;"Mausbergweg 106";67346;(06232)78584;http://www.salierschule-speyer.de
GS;Speyer;"GS Speyer Siedlung";17299;"Birkenweg 10";67346;(06232)34041;http://www.siedlungsgrundschule.de
GS;Speyer;"GS Speyer St. Magdalena";27364;"Hasenpfuhlstr. 32";67346;"06232 -25081";http://www.kloster-st-magdalena.de
GS;Speyer;"GS Speyer Vogelgesang";26733;"Kardinal-Wendel-Str. 7";67346;(06232)620076;
GS;Speyer;"GS Speyer Woogbach";17302;"Rainer-Maria-Rilke-Weg 25";67346;(06232)990500;http://www.woogbachschule.de
GS;Speyer;"GS Speyer Zeppelin";17286;"Neufferstr. 1";67346;(06232)672580;http://zeppelinschule.topackt.com
GY;Speyer;"GY Speyer am Kaiserdom";50554;"Große Pfaffengasse 6";67346;(06232)67720;http://www.gak-speyer.de
GY;Speyer;"GY Speyer Edith-Stein";50057;"Langensteinweg 5";67346;(06232)9908280;http://www.esg-speyer.de
GY;Speyer;"GY Speyer Friedrich-Magnus-Schwerd";50434;"Vincentiusstr. 5";67346;(06232)92500;http://fmsg-speyer.de
GY;Speyer;"GY Speyer Hans-Purrmann";50673;"Otto-Mayer-Str. 2";67346;(06232)92339;http://www.hpg-speyer.de
GY;Speyer;"GY Speyer Nikolaus-von-Weis";50117;"Vinzentiusstr. 1";67346;(06232)315290;http://www.nwg-speyer.de
IGS;Speyer;"IGS Speyer";70411;"Fritz-Ober-Str. 3";67346;"06232 6993 100";http://igs-speyer.de
KOLL/AGY;Speyer;"Koll/AGY Speyer";59026;"Butenschönstr. 2";67346;(06232)65300;http://pfalz-kolleg.de/
RS;Speyer;"RS Speyer Edith-Stein";40024;Gerhart-Hauptmann-Str.;67346;"(06232) 990 828 50";http://www.esr-speyer.de
RS+;Speyer;"RS+ Speyer Burgfeld";42324;"Josef-Schmitt-Str. 30";67346;(06232)622300;www.burgfeldschule-speyer.de
RS+;Speyer;"RS+ Speyer Nikolaus-von-Weis";42504;"Holzstr. 8";67346;(06232)6052645;http://nikolaus-von-weis.de
RS+;Speyer;"RS+ Speyer Siedlung";42337;"Birkenweg 10";67346;(06232)34042;http://www.siedlungsschule.de
FOES;Speyer;"SFG Speyer";30049;"Kardinal-Wendel-Str. 9";67346;(06232)539985;http://www.pestalozzischule-speyer.de
FOES;Speyer;"SFL Speyer";30996;"Im Erlich 67 A";67346;(06232)635372;http://www.schuleimerlich.de
STUDSEM;Speyer;"StudSem BBS Speyer";90503;"Geisselstr. 1";67346;(06232)73728;http://studienseminar.rlp.de/bbs/speyer
STUDSEM;Speyer;"StudSem GY Speyer";90205;"Geisselstr. 1";67346;(06232)76232;
GS;Sprendlingen;"GS Sprendlingen";10481;"Schulstr. 44";55576;(06701)1367;http://www.grundschulesprendlingen.de
IGS;Sprendlingen;"IGS Sprendlingen";70202;"Am Weiher 1";55576;(06701)20581-0;http://www.igs-gerhard-ertl.de
FOES;Sprendlingen;"SFG Sprendlingen";30559;"Stettiner Str. 3";55576;(06701)200750;http://www.elisabethenschulesprendlingen.de/
GS;"St. Goar";"GS St. Goar";17332;"Am Hafen 6";56329;(06741)7183;
GRS+;"St. Goarshausen";"GRS+ St. Goarshausen";41286;"Loreleyring 100";56346;(06771)9393-10;http://www.loreleyschule.de
